cp_bads_cine_intro,0.02,10.27,^8Laswell :^7 Breaker-1, nous avons intercepté des communications entre Al-Qatala et un individu non identifié en Russie qui nous confirment la livraison de trois paquets à leur avant-poste d'Al Mazrah.,,
cp_igc_cine_intro,18.23,23.9,^8Laswell :^7 Il est destiné aux agents chargés de mener des opérations secrètes à haut risque dont j'ai la charge.,,
cp_igc_cine_intro,25.23,30.4,^8Laswell:^7 Vous serez déployés par équipes de deux, composées de soldats issus de diverses unités spéciales.,,
cp_igc_cine_intro,32.2,34.95,^8Laswell:^7 Pour atteindre vos objectifs, vous devrez travailler ensemble.,,
cp_igc_cine_intro,34.95,38.74,^8Laswell :^7 Les loups solitaires devront apprendre à chasser en meute pour le bien de la mission.,,
cp_igc_cine_intro,38.91,42.27,^8Laswell :^7 Vous n'aurez aucun soutien ni aucun renfort.,,
cp_igc_cine_intro,44.13,48.89,^8Laswell :^7 Attention, si vous êtes compromis, vous serez reniés ou désavoués.,,
cp_igc_cine_intro,49.91,53.05,^8Laswell :^7 Il arrivera que nous ayons à rompre le contact, mais je serai toujours là.,,
cp_igc_cine_intro,54.57,56.17,^8Laswell :^7 Bienvenue dans Jawbreaker.,,
cp_igc_cine_intro,57.03,58.51,^8Laswell :^7 Bonne chance.,,
cp_jup_apt_cine,0.57,2.35,^9Andrei Nolan :^7 Même les Shadows finissent par craquer.,,1
cp_jup_apt_cine,2.73,4.59,^9Vladimir Makarov :^7 Tout le monde craque.,,1
cp_jup_apt_cine,5.07,7.4,^9Andrei Nolan :^7 Si c'est pas la Shadow qui a approché Milena, alors qui ?,,1
cp_jup_apt_cine,7.67,9.93,^9Vladimir Makarov :^7 Price et tous ses enfoirés de larbins.,,1
cp_jup_apt_cine,10.31,11.51,^9Andrei Nolan :^7 Avec un coup de main de la Shadow.,,1
cp_jup_apt_cine,11.51,14.22,^9Vladimir Makarov :^7 Cette relation est purement transactionnelle. Crois-moi.,,1
cp_jup_apt_cine,14.22,20.25,^9Andrei Nolan :^7 Les infos qu'on a arrachées au prisonnier doivent être utilisées au plus vite... Laissez-moi m'en charger.,,1
cp_jup_apt_cine,20.32,22.3,^9Vladimir Makarov :^7 Non, j'ai besoin de toi ici...,,1
cp_jup_apt_cine,22.3,26.62,^9Vladimir Makarov :^7 On doit se séparer... S'ils ont trouvé Milena, ils nous trouveront nous aussi.,,1
cp_jup_apt_cine,26.78,29.01,^9Andrei Nolan :^7 Vous pensez qu'ils en savent davantage ?,,1
cp_jup_apt_cine,29.02,31.28,^9Vladimir Makarov :^7 J'en doute, mais fais en sorte que ça n'arrive pas.,,
cp_jup_apt_cine,31.85,34.68,^9Andrei Nolan :^7 S'ils se pointent ici, on sera prêts à les recevoir.,,1
cp_jup_apt_cine,35.63,43.28,^9Vladimir Makarov :^7 Je veux que tout le monde sache qu'on laissera personne nous faire obstacle. Et je dis bien absolument personne, sans exception. C'est bien clair ?,,1
cp_jup_apt_cine,44.32,46.22,^9Vladimir Makarov :^7 Oui, c'est très clair.,,1
cp_jup_apt_cine,46.22,51.22,^9Vladimir Makarov :^7 Si les renseignements de notre ami de la Shadow sont exacts, tu seras le tout premier à le savoir.,,1
cp_jup_apt_cine,51.23,52.65,^9Andrei Nolan :^7 Et sinon ?,,1
cp_jup_apt_cine,56.04,58.31,^9Vladimir Makarov :^7 T'auras qu'à le buter...,,1
cp_jup_apt_cine,66.53,68.33,^8Soap :^7 On a fait parler Romanova.,,
cp_jup_apt_cine,68.33,69.26,^8Price :^7 Comment ?,,
cp_jup_apt_cine,69.26,72.08,^8Laswell :^7 Une petite torture financière.,,
cp_jup_apt_cine,72.09,73.59,^8Gaz :^7 Les infos de Shepherd étaient bonnes.,,
cp_jup_apt_cine,73.59,75,^8Laswell :^7 Ce sont les nôtres maintenant...,,
cp_jup_apt_cine,75,76.88,^8Price :^7 Eh bien, qu'est-ce qu'on a là ?,,
cp_jup_apt_cine,76.88,82.92,^8Laswell :^7 L'une des nombreuses sociétés-écrans de Romanova a acheté un immeuble abandonné à Saint-Pétersbourg pour le groupe Konni.,,
cp_jup_apt_cine,82.92,83.76,^8Gaz :^7 Quand ?,,
cp_jup_apt_cine,83.76,84.88,^8Ghost :^7 C'est récent.,,
cp_jup_apt_cine,84.88,86.29,^8Price :^7 C'est sûrement un avant-poste.,,
cp_jup_apt_cine,86.29,88.16,^8Ghost :^7 C'est sûr et certain, capitaine.,,
cp_jup_apt_cine,88.16,89.96,^8Laswell :^7 J'ai localisé le bâtiment.,,
cp_jup_apt_cine,90.24,93.45,^8Laswell :^7 Les dernières images satellites montrent un ballon d'extraction sur le toit.,,
cp_jup_apt_cine,93.54,97.12,^8Gaz :^7 Si c'est là, c'est pour exfiltrer rapidement quelque chose qu'ils veulent pas qu'on trouve.,,
cp_jup_apt_cine,97.13,98.34,^8Soap :^7 Ou quelqu'un...,,
cp_jup_apt_cine,98.34,100.94,^8Laswell :^7 Ce bâtiment grouille d'ennemis.,,
cp_jup_apt_cine,100.94,104.72,^8Price :^7 Gaz balaiera la zone de bas en haut. Je me chargerai de couvrir le toit à distance.,,
cp_jup_apt_cine,104.72,106.23,^8Gaz :^7 Comment on s'exfiltre ?,,
cp_jup_apt_cine,106.23,107.65,^8Laswell :^7 L'hélico, c'est trop risqué.,,
cp_jup_apt_cine,107.65,112.18,^8Laswell :^7 Récupérez tout ce que vous jugerez utile, Nik vous tirera de là par avion.,,
cp_jup_apt_cine,112.18,113.6,^8Gaz :^7 Le ballon...,,
cp_jup_apt_cine,113.6,114.73,^8Price :^7 Reçu.,,
cp_jup_apt_cine,114.74,118,^8Laswell :^7 Si Makarov est là-bas, capturez-le...,,
cp_jup_apt_cine,118.18,121.2,^8Price :^7 Six pour Watcher. Drone actif. Vous devriez avoir un visuel.,,
cp_jup_apt_cine,121.2,122.42,^8Laswell :^7 Affirmatif, John.,,
cp_jup_apt_cine,122.42,125.91,^8Price :^7 Je vois plusieurs soldats de Konni sur le toit du bâtiment nord.,,
cp_jup_apt_cine,125.92,128.45,^8Price :^7 Mais aucun signe de Makarov.,,
cp_jup_apt_cine,128.45,130.24,^8Laswell :^7 Qui est le type au centre de l'attention ?,,
cp_jup_apt_cine,130.24,131.55,^8Price :^7 Ça a l'air d'être leur chef.,,
cp_jup_apt_cine,131.55,134.2,^8Laswell :^7 Je vais lancer un scan pour essayer de l'identifier.,,
cp_jup_apt_cine,134.21,136,^8Price :^7 Reçu. Gaz, vous êtes en position ?,,
cp_jup_chemical_cine,11.879,12.95,^9Makarov :^7 Milena.,,
cp_jup_chemical_cine,13.247,15.82,^9Milena :^7 Contente de te voir, Vladimir.,,1
cp_jup_chemical_cine,15.883,17.36,^9Makarov :^7 Tu nous as offert une armée...,,1
cp_jup_chemical_cine,17.885,20.82,^9Milena :^7 Une dépense juste. Pour la bonne cause.,,1
cp_jup_chemical_cine,21.655,23.17,^9Makarov :^7 Hmm... Mes camarades...,,
cp_jup_chemical_cine,23.457,25.21,^9Makarov:^7 Nous voilà à nouveau réunis...,,
cp_jup_chemical_cine,25.325,27.11,^9Soldats de Konni :^7 Hourra ! Hourra !,,1
cp_jup_chemical_cine,26.994,31.84,^9Makarov :^7 Pour vos efforts en mon absence, et le succès d'aujourd'hui, je vous dis merci...,,
cp_jup_chemical_cine,33.433,34.88,^9Makarov :^7 À un détail près...,,1
cp_jup_chemical_cine,36.069,37.4,^9Makarov :^7 Ivan...,,
cp_jup_chemical_cine,38.539,42.24,^9Makarov :^7 En remettant en cause le bien-fondé de mon plan,,,1
cp_jup_chemical_cine,43.544,47.46,^9Makarov :^7 tu nous as fait perdre un temps précieux…,,1
cp_jup_chemical_cine,47.714,49.53,^9Makarov :^7 Et le timing est crucial...,,1
cp_jup_chemical_cine,49.783,51.99,^9Ivan :^7 Commandant, avec tout mon respect…,,1
cp_jup_chemical_cine,51.318,53.02,^9Makarov :^7 Chut,,
cp_jup_chemical_cine,55.489,61.2,^9Makarov :^7 Calme-toi, il faut assumer ses erreurs. Tu ne crois pas ? Hmm.,,1
cp_jup_chemical_cine,63.997,66.47,[tir],,
cp_jup_chemical_cine,66.667,67.94,^9Makarov :^7 Andrei...,,
cp_jup_chemical_cine,70.337,72.67,^9Makarov :^7 Tu as été exemplaire.,,1
cp_jup_chemical_cine,73.106,76.51,^9Makarov :^7 À présent, tu seras mon commandant en second.,,1
cp_jup_chemical_cine,76.944,78.78,^9Andrei Nolan :^7 Merci, commandant.,,1
cp_jup_chemical_cine,79.479,84.45,^9Makarov :^7 Mes frères d'armes... Même absent, je ne vous ai jamais abandonnés.,,
cp_jup_chemical_cine,86.386,92.29,^9Makarov :^7 Pendant ce temps nos ennemis sont devenus plus forts. Le FLU a repris le contrôle de l'Urzikstan.,,
cp_jup_chemical_cine,92.359,97.9,^9Makarov :^7 L'heure est maintenant venue, pour nous, de leur montrer ce qu'est le véritable pouvoir.,,
cp_jup_chemical_cine,99.066,101.27,^9Makarov :^7 Nous sommes dans une guerre d'illusions.,,
cp_jup_chemical_cine,101.902,106.34,^9Makarov :^7 Le mensonge se dresse là où la vérité se recroqueville...,,
cp_jup_chemical_cine,107.174,113.11,^9Makarov :^7 Quand on contrôle ce que pensent les gens... On contrôle le monde. C'est ça... notre meilleure arme.,,
cp_jup_chemical_cine,113.947,118.82,^9Makarov :^7 Et notre instrument de prédilection... Pour restaurer la gloire de la Russie... La vraie Russie...,,
cp_jup_chemical_cine,119.253,121.53,^9Makarov :^7 La VRAIE Russie...,,
cp_jup_chemical_cine,121.388,122.75,^9Soldats de Konni :^7 Hourra ! Hourra !,,1
cp_jup_chemical_cine,123.69,127.16,^9Makarov :^7 L'Occident ne jure que par le choix...,,
cp_jup_chemical_cine,127.828,129.8,^9Makarov :^7 Il n'aura qu'une option :,,
cp_jup_chemical_cine,130.23,133.9,^9Makarov :^7 se soumettre, à nos propres conditions.,,
cp_jup_chemical_cine,136.77,139.67,^9Makarov :^7 Chaque seconde compte...,,1
cp_jup_chemical_cine,143.71,147.29,^8Laswell :^7 Après son évasion, Makarov a mobilisé son armée sur plusieurs fronts.,,
cp_jup_chemical_cine,147.447,150.65,^8Laswell :^7 Le groupe Konni a attaqué le port d'Urzikstan avant l'aube.,,
cp_jup_chemical_cine,150.717,152.17,^8Laswell :^7 Farah y était.,,
cp_jup_chemical_cine,152.052,153.64,^8Price :^7 Elle est blessée ?,,
cp_jup_chemical_cine,153.187,158.24,^8Laswell :^7 Négatif. Son équipe a riposté et subit des pertes. Autant dire qu'elle a pas épargné Konni.,,
cp_jup_chemical_cine,158.192,161.15,^8Gaz :^7 Bien joué, Farah... Ils cherchaient quoi au port ?,,
cp_jup_chemical_cine,160.727,163.23,^8Laswell :^7 Une cargaison de missiles américains.,,
cp_jup_chemical_cine,163.096,167.26,^8Soap :^7 Konni possède ses propres missiles... Pourquoi Makarov voudrait ceux-là ?,,
cp_jup_chemical_cine,167.234,171.8,^8Laswell :^7 Il va falloir le découvrir. J'essaie de les retrouver. Dès que j'aurai une position, on pourra y aller.,,
cp_jup_chemical_cine,171.872,176.04,^8Ghost :^7 Vous avez dit plusieurs fronts, Laswell... Donnez-nous une cible.,,
cp_jup_chemical_cine,176.176,180.62,^8Laswell :^7 Le groupe Konni se dirige vers une centrale nucléaire d'Urzikstan en ce moment même.,,
cp_jup_chemical_cine,180.781,182.39,^8Price :^7 Elle est encore active ?,,
cp_jup_chemical_cine,182.182,185.13,^8Laswell :^7 Elle a été abandonnée à la chute de Barkov.,,
cp_jup_chemical_cine,184.918,186.31,^8Gaz :^7 Y a quoi là-bas ?,,
cp_jup_chemical_cine,186.286,188.54,^8Laswell :^7 Vous quatre... Dès que possible...,,
cp_jup_chemical_cine,188.422,193.16,^8Price :^7 Reçu. Ghost et moi nettoierons les lieux. Soap et Gaz sécuriseront le périmètre.,,
cp_jup_chemical_cine,193.393,196.43,^8Price :^7 Si Makarov se lance dans le nucléaire, on doit à tout prix l'arrêter...,,
cp_jup_chemical_cine,196.997,200,^8Soap :^7 D'accord, bien reçu. Allez, on y va Bravo...,,
cp_jup_chemical_cine_outro,1.468,2.57,^8Price :^7 [surpris],,
cp_jup_chemical_cine_outro,4.638,6.44,^8Soap :^7 Bonjour, chef...,,
cp_jup_chemical_cine_outro,9.009,10.86,^8Price :^7 [respiration difficile],,
cp_jup_chemical_cine_outro,10.11,11.42,^8Gaz :^7 Doucement, capitaine.,,
cp_jup_chemical_cine_outro,12.479,14.61,^8Gaz :^7 Vous êtes sorti d'affaires, mais vous avez encore besoin de temps.,,
cp_jup_chemical_cine_outro,15.048,16.13,^8Price :^7 Je vais bien.,,
cp_jup_chemical_cine_outro,16.116,17.64,^8Gaz :^7 Des maux de tête, des nausées ?,,
cp_jup_chemical_cine_outro,18.352,19.76,^8Price :^7 Toujours.,,
cp_jup_chemical_cine_outro,20.854,21.98,^8Gaz :^7 Il va bien.,,
cp_jup_chemical_cine_outro,22.189,25.42,^8Soap :^7 J'ai eu peur que ton visage se mette à fondre comme celui de ces pauvres enfoirés.,,
cp_jup_chemical_cine_outro,25.592,28.02,^8Ghost :^7 Si tu veux mon avis, ça l'aurait rajeuni.,,
cp_jup_chemical_cine_outro,30.43,31.86,^8Price :^7 Konni s'est enfui avec les agents chimiques ?,,
cp_jup_chemical_cine_outro,31.798,33.24,^8Ghost :^7 Affirmatif.,,
cp_jup_chemical_cine_outro,33.467,36.14,^8Price :^7 Makarov est sorti de prison depuis six heures et il a déjà une longueur d'avance.,,
cp_jup_chemical_cine_outro,36.503,38.06,^8Soap :^7 Y a quoi dans ce putain de gaz ?,,
cp_jup_chemical_cine_outro,38.472,39.92,^8Gaz :^7 Des restes du programme de Barkov.,,
cp_jup_chemical_cine_outro,39.94,40.63,^8Soap :^7 Du sarin ?,,
cp_jup_chemical_cine_outro,40.541,43.22,^8Ghost :^7 En grande concentration. C'est d'autant plus mortel.,,
cp_jup_chemical_cine_outro,43.377,45.42,^8Gaz :^7 Une dose a contaminé toute la zone.,,
cp_jup_chemical_cine_outro,47.181,49.55,^8Soap :^7 Ils en ont assez pour éradiquer tout un pays.,,
cp_jup_chemical_cine_outro,50.717,54.45,^8Price :^7 Pour l'instant, il est dans celui de Farah.,,
cp_jup_chemical_cine_outro,55.389,57,^8Price :^7 Faut qu'on la retrouve...,,
cp_jup_dam_cine,0.67,3.68,^8Laswell :^7 Bon, général. Vous savez quoi ?,,
cp_jup_dam_cine,3.27,7.5,^8Shepherd :^7 Makarov veut terminer ce qu'il a commencé à Verdansk.,,
cp_jup_dam_cine,7.14,10.97,^8Shepherd :^7 Il a ordonné à Konni d'attaquer le barrage de Gora cette nuit.,,
cp_jup_dam_cine,10.64,14.1,^8Soap :^7 S'il détruit le barrage, toute la ville sera inondée.,,
cp_jup_dam_cine,13.68,15.66,^8Gaz :^7 Beaucoup de vies seront perdues.,,
cp_jup_dam_cine,15.18,18.79,^8Price :^7 Si on suit sa logique, il mettra ça sur le dos de Farah et de l'Occident.,,
cp_jup_dam_cine,18.28,20.36,^8Ghost :^7 À moins qu'on l'en empêche.,,
cp_jup_dam_cine,19.89,25.46,^8Farah :^7 Occupez-vous du barrage. Alex et mes soldats ont retrouvé Konni dans un aérodrome au nord de l'Urzikstan.,,
cp_jup_dam_cine,24.96,27.91,^8Farah :^7 On pense que c'est la base d'opérations avancées de Makarov.,,
cp_jup_dam_cine,27.49,29.99,^8Farah :^7 Je mènerai un assaut au petit matin.,,
cp_jup_dam_cine,29.66,32.05,^8Price :^7 Ton armée n'y arrivera pas seule.,,
cp_jup_dam_cine,31.66,34.84,^8Shepherd :^7 Je sais. La Shadow nous fournira un soutien aérien.,,
cp_jup_dam_cine,34.9,38.65,^8Soap :^7 On peut pas laisser Graves tout pilonner près de Farah et de son armée.,,
cp_jup_dam_cine,38.17,40.41,^8Farah :^7 Je leur fais confiance pour ça.,,
cp_jup_dam_cine,39.91,44.16,^8Shepherd :^7 Vous m'avez demandé de contrôler Graves... Je le ferai.,,
cp_jup_dam_cine,43.74,46.52,^8Price :^7 Vous avez intérêt, général...,,
cp_jup_dam_cine,46.05,48.24,^8Gaz :^7 Vous la voulez cette victoire.,,
cp_jup_dam_cine,47.68,50.72,^8Shepherd :^7 Évidemment que je la veux.,,
cp_jup_dam_cine,50.22,53.46,^8Price :^7 Gaz et moi, on ira avec Farah. Soap et Ghost, sauvez le barrage.,,
cp_jup_dam_cine,52.95,54.67,^8Ghost :^7 Reçu.,,
cp_jup_dam_cine,53.95,57.56,^8Laswell :^7 Nik se chargera du transport. J'enverrai un predator en surveillance.,,
cp_jup_dam_cine,57.99,60.47,^8Price :^7 Ne vous faites pas prendre.,,
cp_jup_dam_cine,60.06,61.73,^8Soap :^7 Jamais, chef.,,
cp_jup_dam_cine,61.23,63.66,^8Farah :^7 Restez prudents et ouvrez l'œil.,,
cp_jup_dam_cine,63.43,64.93,^8Farah :^7 Bonne chance, tout le monde.,,
cp_jup_port_cine,9.94,12.45,^8Parachutiste :^7 À 30 secondes de la ZA...,,
cp_jup_port_cine,23.69,26.23,^8Laswell :^7 Watcher-1 pour Bravo-6. Watcher pour Bravo, à vous...,,
cp_jup_port_cine,26.29,27.53,^8Capitaine John Price :^7 Je vous écoute Laswell...,,
cp_jup_port_cine,27.59,29.93,^8Laswell :^7 John... Makarov est dehors...,,
cp_jup_port_cine,32.9,34.17,^8Capitaine John Price :^7 Répétez, Laswell ?,,
cp_jup_port_cine,34.23,37.64,^8Laswell :^7 Makarov est dehors... Il s'est échappé, John.,,
cp_jup_port_cine,38.47,39.61,^8Capitaine John Price :^7 ON ANNULE !,,
cp_jup_port_cine,39.67,42.68,^8Capitaine John Price :^7 Faites demi-tour ! Faites demi-tour, tout de suite...,,
cp_jup_port_cine,49.2,52.54,URZIKSTAN,,
cp_jup_port_cine,58.89,60.06,^8Farah :^7 [Siffle],,
cp_jup_port_cine,61.33,64.3,^8Farah :^7 Shadow 2, ici Leader Kilo en position au port.,,
cp_jup_port_cine,64.36,66.63,^8Farah :^7 Je te préviens quand j'ai la marchandise, attends mon signal.,,
cp_jup_port_cine,66.7,67.7,^8Graves :^7 Bien reçu, Kilo.,,
cp_jup_port_cine,67.77,69.1,^8Alex :^7 On est bons ?,,
cp_jup_port_cine,69.7,70.84,^8Farah :^7 Pour l'instant...,,
cp_jup_port_cine,72.57,74.34,^8Alex :^7 Ça rebat les cartes.,,
cp_jup_port_cine,75.11,76.98,^8Farah :^7 Pourvu qu'on n'ait pas à s'en servir.,,
cp_jup_port_cine,77.44,78.98,^8Farah :^7 Établissez un périmètre.,,1
cp_jup_port_cine,79.05,80.21,^8Farah :^7 Reste en contact.,,
cp_jup_port_cine,80.28,81.65,^8Alex :^7 Compris.,,
cp_jup_port_cine,88.29,88.99,^8Farah :^7 Dena...,,
cp_jup_port_cine,89.02,89.79,^8Dena :^7 Farah.,,
cp_jup_port_cine,94.26,95.7,^8Farah :^7 Comment va ta mère ?,,1
cp_jup_port_cine,95.76,97.86,^8Dena :^7 Elle se bat... comme toi.,,1
cp_jup_port_cine,99.27,100.34,^8Dena :^7 Viens.,,1
cp_jup_port_cine,109.54,112.71,^8Dena :^7 J'ai fait tout ce que tu as demandé. Tes conteneurs sont sécurisés.,,1
cp_jup_port_cine,112.78,114.98,^8Dena :^7 Le port est désert, y a que nous.,,1
cp_jup_port_cine,115.05,116.38,^8Farah :^7 Et celui de plaisance ?,,1
cp_jup_port_cine,116.45,118.22,^8Dena :^7 Fermé depuis hier.,,1
cp_jup_port_cine,118.28,119.56,^8Farah :^7 Bien.,,1
cp_jup_port_cine,121.82,122.8,^8Dena :^7 Farah...,,1
cp_jup_port_cine,123.29,125.29,^8Dena :^7 Ça ne me regarde pas, mais…,,1
cp_jup_port_cine,126.53,127.75,^8Farah :^7 Dis-moi...,,1
cp_jup_port_cine,128.6,130.83,^8Dena :^7 Cette cargaison... doit être... très importante.,,1
cp_jup_port_cine,131.16,132.53,^8Farah :^7 En effet.,,1
cp_jup_port_cine,133,136.14,^8Dena :^7 Ça fait des années... l'Urzikstan est à nouveau en paix.,,1
cp_jup_port_cine,136.2,138.34,^8Dena :^7 Nos vies ont repris leurs cours.,,1
cp_jup_port_cine,140.97,142.14,^8Dena :^7 Je t'en supplie...,,1
cp_jup_port_cine,142.21,145.34,^8Dena :^7 Je t'en supplie... Fais en sorte que ça ne change pas... d'accord ?,,1
cp_jup_port_cine,145.55,147.18,^8Dena :^7 On est derrière toi…,,1
cp_jup_port_cine,147.49,149.32,^8Farah :^7 Bien sûr.,,1
cp_jup_port_cine,152.49,154.56,^8Dena :^7 Les conteneurs sont rangés...,,1
cp_jup_port_cine,155.29,156.89,^8Farah :^7 Dena ! Dena !,,
cp_jup_port_cine,156.96,159.43,^8Farah :^7 Merde ! Merde !,,1
cp_jup_port_cine_outro,0,3.78,^8Farah :^7 À toutes les unités, le dernier traceur est en place. Konni quitte le port avec les deux missiles.,,
cp_jup_port_cine_outro,4.21,7.2,^8Graves :^7 Bien reçu. Bon boulot Farah,,,
cp_jup_port_cine_outro,7.54,9.07,^8Graves :^7 tu as fait ce qu'il fallait.,,
cp_jup_port_cine_outro,9.16,10.66,^8Farah :^7 Echo, tu me reçois ?,,
cp_jup_port_cine_outro,10.81,14.99,^8Alex :^7 Cinq sur cinq, Farah. Konni met les voiles. Ils ont ce qu'ils voulaient.,,
cp_jup_port_cine_outro,15,18.46,^8Farah :^7 On a survécu, mais le combat n'est pas terminé.,,
cp_jup_port_cine_outro,27.23,29.4,^8Alex :^7 Echo pour Kilo, c'est dégagé ?,,
cp_jup_port_cine_outro,30.7,33.07,^8Farah :^7 C'est bon. Tu peux venir...,,
cp_jup_port_cine_outro,33.57,36,^8Alex :^7 Reçu. J'arrive.,,
cp_jup_port_cine_outro,38.14,40.07,^8Farah :^7 Je suis désolée...,,1
cp_jup_port_cine_outro,41.441,43.81,^8Farah :^7 Ils vont payer pour ce qu'ils t'ont fait...,,1
cp_jup_port_cine_outro,45.179,46.547,^8Farah :^7 Je te le promets...,,1
cp_jup_port_cine_outro,49.02,50.25,^8Alex :^7 Commandante...,,
cp_jup_port_cine_outro,59.927,62.496,^8Farah :^7 Nos missiles devaient être un moyen de dissuasion.,,
cp_jup_port_cine_outro,63.096,64.665,^8Farah :^7 La paix armée, comme on dit.,,
cp_jup_port_cine_outro,65.766,67.5,^8Alex :^7 La guerre revient toujours frapper ces terres...,,
cp_jup_port_cine_outro,67.67,69.28,^8Farah :^7 Elle n'est jamais partie...,,
cp_jup_port_cine_outro,69.3,71.19,^8Alex :^7 La Russie veut ce pays.,,
cp_jup_port_cine_outro,71.405,72.95,^8Farah :^7 Elle ne l'aura jamais.,,
cp_jup_port_cine_outro,74.54,75.88,^8Alex :^7 C'est quoi la suite ?,,
cp_jup_port_cine_outro,78.41,80.24,^8Farah :^7 On traque ces conteneurs.,,
cp_jup_port_cine_outro,80.58,81.63,^8Alex :^7 Alors je viens avec toi.,,
cp_jup_port_cine_outro,81.315,82.7,^8Farah :^7 Non.,,
cp_jup_port_cine_outro,83.98,86.95,^8Farah :^7 Occupe-toi de nos morts et préviens nos alliés.,,
cp_jup_port_cine_outro,87.62,89.7,^8Farah :^7 Les Russes sont de retour en Urzikstan...,,
cp_jup_port_cine_outro,90.29,92.45,^8Alex :^7 La Shadow Company a des intérêts là-dedans...,,
cp_jup_port_cine_outro,92.66,94.39,^8Alex :^7 Elle va vouloir participer...,,
cp_jup_port_cine_outro,94.39,95.4,^8Farah :^7 C'est vrai.,,
cp_jup_port_cine_outro,96.16,98.76,^8Farah :^7 T'as raison... Mais je dois d'abord contacter quelqu'un d'autre...,,
cp_jup_port_cine_outro,102.27,103.34,^8Alex :^7 [siffle],,
cp_jup_ranch_cine,2.769,5.64,^3Présentateur du JT 5 :^7 Nous venons d'apprendre à l'instant qu'un avion de ligne russe s'est écrasé dans les montagnes de l'Urzikstan il y a quelques minutes...,,
